0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
74.83,84.38,26.06,96.63,43.93,128.68,83.11,74.43,53.76,150.1,54.92,112.8,109.05,68.72,62.69,122.78,75.76,56.33,70.38,54.27,105.05,75.93,99.9,54.73,35.67,78.81,108.97,76.88,89.12,79.88,21.98,74.55,30.38,44.8,76.36,43.87,49.15,80.14,49.83,110.83,99.54,97.52,167.16,72.4,105.25,99.07,61.07,123.46,83.24,145.71,52.52,105.35,86.84,80.64,96.75,79.1,59.95,68.67,76.01,86.2,79.87,82.34,124.77,52.34,134.7,39.73,122.21,0.0,65.97,117.04,192.0,23.9,13.5,111.7,91.82,106.09,76.16,93.77,32.8,50.77,97.23,61.08,111.02,91.03,47.89,68.58,105.65,110.16,71.85,65.9,154.98,84.72,100.87,161.57,66.99,86.42,89.56,38.9,107.05,80.02,144.25
43.29,89.32,64.95,76.16,86.48,37.39,91.21,53.75,37.82,74.45,24.5,60.4,86.03,31.31,80.4,70.9,76.07,28.24,53.37,20.68,56.52,48.55,36.01,16.59,37.68,39.01,47.97,26.66,27.33,77.29,75.72,57.6,31.21,30.62,68.66,42.46,36.34,2.19,16.65,29.6,35.55,74.25,117.13,7.8,128.8,23.17,25.65,42.94,36.81,121.24,22.66,76.58,54.31,41.36,27.9,99.07,69.11,102.69,7.59,74.66,58.9,53.2,66.66,14.16,92.77,48.18,39.8,65.97,0.0,101.47,150.5,49.53,55.13,92.16,36.09,64.44,53.32,98.12,52.51,36.09,98.57,35.23,68.25,89.36,36.36,24.0,83.87,55.05,40.87,63.89,88.54,39.43,34.05,125.2,61.05,21.36,91.59,50.84,55.74,41.25,125.63
53.61,31.55,95.37,29.47,93.57,60.47,24.56,29.3,66.67,13.46,100.94,29.04,33.85,54.9,82.0,15.71,37.37,55.75,38.89,91.74,110.24,50.87,52.0,90.27,79.67,130.59,30.8,52.5,56.1,50.4,109.45,29.53,112.34,69.88,27.82,86.19,92.33,79.93,110.31,39.52,54.91,24.91,14.28,82.8,27.81,76.31,65.87,56.79,40.04,17.52,102.96,59.07,60.2,52.68,46.2,96.38,63.08,70.55,66.49,13.76,37.9,44.51,18.64,88.5,8.71,92.54,101.39,146.3,87.94,0.0,69.44,160.13,89.61,33.32,38.26,17.46,26.0,62.48,84.92,62.59,34.19,63.21,31.29,25.62,57.64,57.6,21.3,41.61,42.65,42.86,6.23,34.79,35.71,20.43,44.74,53.01,28.64,98.42,27.24,54.75,44.14
96.51,83.06,166.34,67.63,137.42,96.15,100.25,121.68,132.81,66.51,201.03,76.84,83.09,97.93,110.16,71.42,94.53,110.1,137.65,176.47,252.14,110.64,117.26,174.93,200.62,216.13,106.21,109.03,151.13,106.52,133.23,105.94,141.43,114.13,87.22,170.19,115.64,161.58,155.94,97.27,103.02,88.45,65.31,158.02,42.56,133.37,146.42,141.88,116.91,55.46,161.0,89.74,113.56,114.63,124.81,145.38,162.85,132.57,161.19,88.53,107.6,104.38,81.92,139.64,66.2,222.59,161.07,147.7,150.5,75.22,0.0,209.34,165.56,46.84,107.28,80.78,74.6,108.47,184.75,154.44,60.72,129.02,74.55,108.54,131.43,170.45,91.81,95.69,129.41,141.26,67.43,138.85,111.94,42.23,91.89,144.09,73.18,115.48,100.23,122.08,37.59
98.31,99.88,47.7,140.27,63.04,111.53,113.33,107.14,61.43,111.02,31.72,127.57,147.99,64.53,81.19,109.52,114.86,61.46,90.12,46.84,59.57,82.7,105.1,61.97,35.5,78.49,78.03,71.6,97.05,126.51,52.52,98.77,30.85,73.25,106.02,21.9,68.28,63.46,53.1,98.27,90.94,104.8,179.57,72.18,142.32,79.1,41.81,124.93,82.2,181.87,38.18,147.0,80.3,85.21,85.72,98.19,69.98,106.67,70.33,95.32,101.74,96.38,132.35,62.2,168.16,20.97,73.82,28.67,74.29,128.1,193.24,0.0,40.86,125.2,91.59,119.33,86.82,124.11,38.27,76.3,134.04,65.82,129.77,115.42,77.61,59.48,109.65,118.62,97.45,100.39,112.9,112.45,95.86,143.33,105.83,64.73,106.06,47.59,79.52,107.69,159.04
51.16,89.16,13.26,85.64,39.8,123.11,96.91,80.93,47.99,109.72,38.36,101.09,111.07,66.58,30.65,111.14,80.18,37.89,66.23,55.62,115.17,76.2,61.91,42.92,36.5,81.67,86.92,70.83,106.08,90.03,8.47,87.95,35.3,53.56,101.48,33.41,33.04,69.28,46.7,90.68,110.23,99.3,134.85,89.77,143.57,93.16,46.83,93.88,58.98,135.22,39.69,70.54,50.99,54.89,91.29,49.61,38.42,57.5,75.53,117.73,87.25,83.15,145.71,60.4,143.86,55.0,122.21,11.25,71.67,134.41,179.35,44.26,0.0,153.11,97.15,95.87,101.99,87.83,29.1,44.76,131.07,84.06,65.15,86.82,42.48,54.76,87.88,132.3,54.73,46.75,142.78,84.95,94.99,128.35,69.67,96.36,97.91,24.02,96.58,61.23,133.12
61.45,37.21,138.02,47.53,70.21,81.63,31.75,56.84,113.0,28.49,99.03,63.23,42.21,81.93,97.48,48.94,47.9,89.45,56.13,124.3,135.51,73.57,84.15,81.82,117.56,148.22,66.89,96.72,90.83,44.73,145.91,47.87,126.99,102.8,44.43,159.64,119.95,90.81,142.5,85.79,87.4,37.92,37.65,133.45,6.61,154.93,87.0,78.42,82.99,29.2,114.93,52.36,71.21,89.48,92.6,76.43,94.64,83.59,108.18,45.8,70.55,77.13,39.0,82.42,28.77,135.67,95.03,111.7,92.16,33.32,36.03,187.8,122.49,0.0,73.09,41.58,39.54,38.22,104.65,87.91,18.12,97.9,46.43,36.42,95.65,94.37,47.16,104.01,78.44,58.28,28.38,77.85,75.11,16.9,55.88,94.69,44.58,119.18,74.04,90.65,16.04
16.59,54.96,55.37,38.81,60.52,27.3,38.35,13.62,39.06,46.03,59.96,23.41,46.72,13.55,79.03,18.58,25.79,27.3,17.98,35.72,79.3,17.68,12.77,43.27,60.0,59.09,2.55,27.65,24.87,62.74,70.95,10.16,55.77,41.29,23.8,71.61,39.46,41.88,50.44,15.13,30.85,36.57,52.41,49.13,60.07,58.38,52.02,21.8,9.81,54.9,49.77,56.06,14.97,34.36,18.03,75.62,53.65,85.53,34.63,21.34,23.67,20.22,40.83,35.25,47.24,73.46,63.68,91.82,54.14,41.45,89.4,76.32,77.72,56.22,0.0,37.17,18.93,56.13,43.32,20.03,56.82,10.55,32.02,27.1,48.6,26.76,26.34,42.36,17.04,29.75,49.53,4.22,18.33,71.07,30.39,30.06,38.63,54.18,8.23,6.98,60.57
51.57,25.24,90.61,14.34,66.75,43.4,6.42,29.49,72.93,17.53,71.89,22.06,20.93,42.95,74.32,15.04,20.49,57.9,36.31,72.21,140.16,36.74,55.66,54.51,108.21,113.23,42.4,70.46,56.06,37.28,74.62,24.22,119.26,77.99,16.02,79.75,80.88,75.71,81.38,58.66,46.45,18.11,38.15,61.34,27.91,76.47,89.82,59.94,43.35,31.95,92.73,37.1,39.14,52.08,43.62,52.61,62.9,47.28,74.96,10.5,21.86,38.14,37.59,65.69,27.41,103.55,68.96,88.41,64.44,17.46,93.21,119.33,95.87,33.26,42.89,0.0,12.62,30.53,93.46,40.94,25.9,48.84,19.58,17.04,63.44,66.94,8.59,60.03,37.72,40.22,15.8,42.1,36.19,26.06,34.07,61.82,17.07,56.11,21.67,32.73,33.29
21.95,28.28,75.19,10.94,41.34,46.24,10.16,12.25,43.29,24.24,59.54,3.34,24.13,28.18,71.17,10.56,9.87,42.76,21.24,64.99,96.79,21.64,40.54,42.28,59.52,93.53,29.07,41.85,45.72,46.16,93.92,13.15,100.37,51.47,6.26,67.22,53.69,62.16,55.49,46.62,38.97,7.7,53.85,76.22,42.94,101.33,61.76,34.36,30.35,54.04,49.26,37.51,24.05,26.88,40.13,55.88,49.95,64.63,50.91,11.17,11.91,19.34,31.58,51.8,36.58,95.93,61.24,76.16,53.32,21.67,74.6,130.23,81.59,59.32,24.61,16.41,0.0,38.41,49.79,36.88,34.64,39.33,10.8,13.44,47.29,46.97,6.93,42.72,26.13,31.92,35.37,34.67,43.97,32.64,35.13,41.89,12.21,66.05,10.83,33.36,45.84
50.94,12.91,87.16,24.49,44.76,67.97,41.52,51.03,62.55,55.46,75.28,48.9,20.32,57.83,57.24,45.31,28.54,64.97,34.48,61.63,141.03,35.08,64.22,90.94,69.71,103.37,71.73,66.01,95.01,1.9,63.5,40.03,94.16,85.41,29.26,104.27,70.11,73.55,71.8,77.2,67.34,30.11,64.53,74.68,33.07,93.62,76.99,95.53,65.98,51.3,75.85,3.32,39.45,44.9,76.96,25.54,38.18,21.73,86.11,48.2,41.43,38.27,72.23,96.89,62.15,104.17,133.25,117.21,75.48,49.99,108.47,95.47,101.34,57.33,60.81,39.68,29.54,0.0,57.66,68.47,30.36,75.56,22.57,30.88,58.87,85.4,32.11,108.4,74.47,39.82,57.02,76.37,87.48,39.85,31.35,88.3,17.39,57.45,50.35,48.68,63.2
45.4,80.12,19.68,55.54,28.08,77.62,85.68,61.41,26.64,88.79,26.87,48.5,60.4,44.9,30.1,82.59,75.71,19.24,32.09,31.36,86.0,38.13,51.65,20.88,12.22,83.04,45.35,32.29,48.34,89.3,22.0,56.78,25.35,18.85,76.04,23.56,12.88,32.95,27.17,61.66,66.46,74.3,101.37,46.71,104.82,87.22,23.36,67.1,36.96,102.44,12.41,72.04,46.16,27.72,50.01,57.67,22.98,80.41,29.97,59.34,60.94,55.35,115.02,37.06,92.01,35.76,72.62,32.8,35.01,92.0,160.12,38.27,33.58,130.81,56.32,74.77,64.73,74.95,0.0,23.44,95.53,40.81,72.98,50.8,16.37,29.66,65.65,65.82,39.3,43.56,115.05,56.5,61.03,98.48,48.46,54.76,60.25,15.98,66.28,59.19,123.45
10.43,54.98,53.25,36.5,46.75,39.02,46.97,24.05,9.26,68.12,41.01,39.58,65.31,9.76,36.67,32.58,31.25,11.48,11.96,24.29,107.97,13.69,21.77,19.7,40.98,59.2,33.16,11.58,28.63,56.99,50.84,36.09,38.58,17.65,36.81,58.29,20.19,33.67,33.14,31.81,38.71,45.01,79.92,39.31,79.36,60.49,19.59,34.75,14.79,94.06,27.16,56.39,10.0,16.93,19.68,57.02,41.84,64.12,39.2,55.03,31.51,16.33,79.9,23.09,64.49,54.55,62.99,66.0,36.09,57.78,123.55,58.69,58.19,87.91,30.04,61.41,42.55,45.65,35.16,0.0,55.43,18.07,35.32,48.02,16.64,17.33,32.71,58.66,10.64,15.05,70.52,31.15,43.62,73.18,31.29,34.9,32.68,22.13,27.36,21.53,96.46
49.84,13.52,116.1,22.76,71.78,63.3,26.15,57.42,94.53,23.81,130.45,47.99,13.35,61.94,59.91,35.31,29.03,74.22,56.63,92.66,150.72,52.89,83.57,105.33,110.07,127.67,47.39,75.77,94.08,29.36,107.51,46.72,120.69,80.57,37.6,140.63,67.0,80.58,99.66,87.98,79.42,33.13,34.38,95.61,9.75,143.78,90.02,59.88,64.98,40.07,90.96,24.11,56.87,46.4,93.29,58.67,69.56,53.57,103.42,28.66,34.43,39.12,52.44,86.2,36.68,130.56,133.06,97.23,98.57,26.3,75.9,145.21,104.86,18.12,56.82,29.88,28.87,30.36,110.23,66.52,0.0,82.59,26.0,30.46,71.95,86.87,35.43,65.89,71.38,53.97,25.51,66.82,83.96,21.06,54.05,70.48,28.01,78.25,39.58,76.53,37.92
10.77,57.53,47.15,47.45,42.4,26.98,43.86,27.19,21.18,62.51,35.61,23.26,58.48,10.87,57.81,33.44,31.67,18.15,25.06,24.99,91.75,19.39,9.15,21.96,47.69,79.61,12.21,12.89,25.25,52.07,50.41,21.31,45.26,25.67,36.27,44.54,23.31,33.29,31.52,21.71,30.98,30.25,65.05,37.32,58.9,64.87,36.2,29.53,4.43,73.06,27.89,50.98,11.81,25.61,10.98,85.56,59.34,57.51,37.34,31.2,22.92,27.72,53.37,22.34,46.83,76.01,50.99,73.3,27.1,63.21,148.86,85.57,67.25,78.32,12.66,37.57,34.09,65.49,51.01,14.45,82.59,0.0,45.18,32.81,29.76,16.32,28.99,33.08,1.82,24.42,62.89,14.3,20.58,85.58,29.05,23.0,45.04,34.09,23.85,7.16,91.44
23.97,21.47,71.44,8.52,36.35,59.02,12.74,20.03,37.04,31.61,79.27,10.05,22.29,30.99,50.71,13.67,2.22,35.99,22.88,67.97,130.2,27.16,48.13,53.11,77.06,124.34,38.2,55.98,41.19,31.08,71.98,26.2,80.62,41.14,3.8,67.92,61.97,66.22,57.04,37.15,67.67,1.51,52.34,71.5,48.13,72.73,63.72,49.34,38.75,51.52,74.89,28.82,21.42,27.28,49.71,39.74,48.56,43.14,64.74,25.77,12.68,15.74,45.13,60.19,42.6,89.5,80.46,111.02,56.87,39.12,111.82,112.47,84.69,38.69,36.94,18.07,7.2,22.57,48.65,44.15,26.0,36.15,0.0,3.24,42.01,40.83,13.5,64.7,29.73,19.63,40.08,43.26,35.82,43.81,24.74,56.28,7.78,49.93,24.63,32.63,55.63
39.97,15.27,84.91,6.16,48.4,56.97,11.14,22.69,47.5,32.5,76.25,18.16,18.27,28.51,64.5,14.68,2.06,57.69,20.13,57.54,133.7,24.78,52.03,56.27,80.07,111.19,27.85,59.99,65.42,32.72,80.21,19.68,83.5,65.62,5.71,91.5,43.71,86.82,59.63,59.35,57.02,3.27,47.55,86.53,44.75,75.34,61.93,56.24,48.68,46.43,78.61,19.93,31.28,30.22,61.31,39.22,38.57,52.34,84.96,23.03,13.21,20.46,37.85,48.99,48.48,92.47,104.32,91.03,71.48,25.62,108.54,106.54,86.82,36.42,40.65,17.04,11.65,26.76,66.05,32.01,30.46,39.37,3.24,0.0,37.17,65.17,18.08,67.18,48.64,32.79,38.97,46.98,38.08,47.91,20.42,74.28,3.46,56.49,22.65,44.69,57.69
18.62,72.58,23.02,41.9,27.7,62.11,43.57,41.76,11.73,72.59,30.53,45.89,61.07,24.61,31.0,50.34,55.24,10.25,18.76,24.55,96.42,27.76,46.35,29.67,32.3,79.64,44.87,22.85,49.34,61.34,40.61,45.49,33.36,24.07,44.49,45.41,11.13,41.0,32.98,50.99,44.57,43.08,107.32,49.89,100.49,58.79,20.83,61.78,35.87,93.86,27.49,71.11,23.8,21.17,47.59,60.31,22.08,52.88,37.84,55.56,32.44,23.5,96.74,32.12,63.72,54.02,76.21,47.89,47.26,74.93,109.52,67.26,49.02,110.36,48.6,48.8,47.29,54.34,20.47,19.2,71.95,29.76,42.01,44.6,0.0,16.62,41.41,75.24,30.43,15.41,95.19,50.26,41.88,68.48,28.96,37.78,47.63,11.21,31.74,38.05,97.6
20.64,86.05,51.75,71.79,37.88,48.2,46.95,33.19,5.22,75.23,30.61,55.19,71.6,23.56,50.9,55.25,63.94,8.26,28.2,5.64,90.89,27.52,31.75,4.45,30.57,74.89,28.51,6.82,43.05,88.2,36.69,33.0,43.54,1.21,62.85,28.59,11.59,17.84,24.54,28.17,47.04,49.62,84.26,28.29,93.72,54.82,10.9,43.9,22.92,86.33,17.38,70.08,29.16,26.87,18.85,56.21,33.59,88.69,15.44,69.45,32.46,36.03,60.77,10.17,75.22,41.96,50.87,54.87,24.0,69.12,147.72,49.57,54.76,102.24,34.79,51.49,50.88,74.01,19.77,15.02,80.19,19.58,53.08,52.14,19.94,0.0,51.64,55.49,15.4,23.75,95.71,30.83,38.34,71.47,37.74,22.57,66.33,35.86,36.53,33.41,127.14
31.22,31.98,63.09,14.34,69.88,37.25,6.71,11.21,52.45,23.65,63.41,6.33,31.39,27.34,79.0,2.76,16.27,40.16,29.46,61.13,119.19,27.53,34.48,59.79,64.12,102.91,24.18,46.11,35.51,33.11,88.18,15.34,71.29,56.63,8.47,71.41,55.08,54.54,88.99,31.43,39.06,12.21,39.76,52.93,44.93,102.91,77.12,40.07,41.4,40.08,64.26,30.92,36.68,33.06,35.26,66.27,46.95,70.4,64.66,6.0,19.82,23.3,39.77,60.01,29.65,77.92,92.35,97.52,67.09,24.58,105.94,91.37,73.23,47.16,20.26,12.88,6.93,38.53,82.06,39.26,35.43,28.99,16.87,14.46,49.69,43.04,0.0,61.24,43.7,31.78,22.06,31.47,28.97,28.43,28.71,56.34,18.61,73.87,17.02,24.25,50.08
48.83,85.05,95.81,79.08,89.36,7.99,46.15,43.38,72.45,65.7,89.37,59.58,92.62,51.5,120.74,49.55,75.46,50.73,60.01,60.65,93.04,45.82,32.38,69.31,82.37,64.78,31.69,40.98,22.81,88.17,99.19,39.13,107.34,56.6,71.85,83.33,55.17,42.66,73.0,28.0,15.53,58.93,54.55,47.41,84.06,59.39,51.42,10.43,36.46,64.54,85.29,107.21,63.9,66.09,32.87,129.41,93.83,126.85,57.69,37.5,61.29,44.94,32.69,48.05,49.83,96.35,34.85,91.8,42.34,62.41,143.53,118.62,88.2,69.34,36.71,60.03,55.54,86.72,65.82,58.66,65.89,33.08,64.7,77.52,86.81,69.36,48.99,0.0,41.38,61.16,59.9,38.02,24.58,70.01,87.95,26.52,71.37,67.13,52.04,29.45,90.25
9.4,56.98,59.54,47.1,49.26,42.57,43.87,23.99,19.61,72.59,45.51,34.89,53.51,7.2,56.16,33.76,40.73,16.84,20.43,27.82,70.7,22.73,9.75,22.87,58.08,69.86,19.7,9.95,18.2,66.77,58.92,18.14,53.3,19.41,38.96,56.93,22.08,33.38,30.9,15.88,33.0,35.9,54.92,37.99,70.76,57.23,30.4,28.94,6.38,68.17,26.94,65.43,16.12,24.03,10.24,55.85,49.63,56.44,37.21,31.59,26.78,17.78,45.37,20.47,61.72,75.0,60.39,71.85,40.87,51.19,149.32,84.46,71.15,98.05,11.36,37.72,33.97,74.47,42.57,10.64,54.9,1.4,44.6,32.43,23.41,20.03,43.7,41.38,0.0,23.02,73.33,13.94,24.08,74.53,33.5,27.95,44.39,42.51,16.07,10.39,70.63
11.37,51.3,36.64,34.56,30.81,45.23,42.36,26.23,19.05,45.19,64.12,26.89,42.04,15.84,44.81,27.38,32.18,25.87,6.53,28.45,101.22,6.28,33.18,35.68,47.7,107.14,37.34,22.11,47.62,35.05,53.75,26.72,71.79,30.93,32.5,48.88,26.49,52.77,50.77,33.5,40.63,24.6,68.38,55.19,51.68,62.31,46.82,48.8,33.04,57.3,40.4,45.07,10.43,2.17,35.3,36.7,26.73,44.93,46.4,41.31,11.67,8.75,66.41,31.73,73.75,55.56,89.02,82.38,55.37,51.43,94.17,66.93,70.13,69.93,22.89,33.51,27.67,33.19,37.75,16.3,53.97,20.35,25.52,21.86,15.41,28.5,26.48,66.26,24.93,0.0,63.04,33.37,51.95,79.62,11.41,56.43,32.49,27.32,19.02,21.77,65.92
47.36,39.96,127.53,34.33,80.58,54.41,25.24,36.75,92.56,9.47,83.87,28.2,39.42,48.4,72.97,26.04,38.31,80.38,53.65,67.39,151.11,58.47,55.4,79.69,111.5,120.42,44.39,70.47,63.62,65.92,107.79,46.24,120.36,83.77,33.63,110.88,101.43,109.16,119.65,45.41,51.37,35.62,12.97,90.67,24.22,81.88,72.09,43.22,55.51,11.51,89.77,49.52,60.02,49.59,78.49,81.1,102.21,61.55,87.23,17.58,48.14,51.98,20.27,97.82,7.95,118.51,94.76,103.32,110.68,9.35,77.8,135.48,114.22,30.74,49.53,20.54,32.65,57.02,92.04,81.37,38.26,62.89,40.08,35.98,82.5,63.81,28.67,59.9,73.33,63.04,0.0,61.43,49.77,14.9,74.67,70.77,42.5,106.87,43.44,55.54,23.78
15.47,55.79,73.12,34.05,49.12,29.34,44.4,15.76,25.8,50.07,44.19,19.79,56.09,21.98,66.19,29.07,39.01,35.76,31.44,36.58,90.93,30.88,7.88,40.95,63.94,66.0,4.14,26.04,18.63,68.15,59.71,14.96,81.61,39.79,36.42,53.44,49.21,47.74,48.18,12.8,19.74,42.9,45.84,29.15,64.57,53.42,33.16,19.5,7.95,48.24,37.27,61.08,17.25,38.24,13.75,73.92,56.3,91.16,41.38,37.13,28.43,24.58,35.43,29.47,50.4,71.25,57.35,84.72,32.86,34.79,120.34,89.96,78.42,89.82,5.48,38.86,27.74,61.1,56.5,27.0,66.82,9.54,43.26,31.32,40.2,30.83,24.21,25.35,16.09,25.67,53.24,0.0,13.46,60.89,33.61,19.15,40.69,55.7,12.45,4.25,95.76
31.62,52.85,77.15,60.14,75.5,13.79,44.92,23.01,49.66,56.88,62.88,26.02,64.11,34.97,83.33,26.59,44.06,45.79,35.87,33.41,90.05,29.53,14.51,39.29,66.32,77.18,16.03,34.25,11.2,89.57,80.95,18.4,77.37,49.28,51.73,69.64,52.16,33.57,66.78,5.81,15.43,46.0,57.8,29.16,85.44,48.86,57.65,7.84,21.44,57.12,51.92,57.98,39.32,41.36,13.95,84.44,66.97,69.2,41.22,27.68,38.18,37.79,39.2,42.2,57.4,76.21,32.77,116.39,44.27,35.71,121.27,95.86,109.6,93.89,18.33,54.29,35.17,87.48,50.86,34.89,67.17,22.29,35.82,38.08,50.25,31.95,34.76,24.58,22.22,34.64,53.91,10.77,0.0,78.82,63.73,23.42,41.0,76.8,29.5,15.68,65.13
70.72,29.19,106.26,32.88,102.53,57.31,25.01,38.93,89.26,10.82,137.75,41.63,35.51,72.49,73.69,29.2,38.36,81.93,75.24,75.43,151.81,50.54,83.69,96.73,110.56,103.98,69.95,100.22,89.91,51.24,121.72,47.18,119.46,107.98,37.71,149.68,110.88,123.4,105.3,67.43,81.48,49.07,27.53,95.86,10.99,121.2,95.82,82.32,55.31,16.88,122.8,36.77,68.46,54.36,93.29,97.65,70.23,75.34,106.42,39.06,53.88,54.39,27.75,74.21,17.5,127.58,126.92,140.03,100.16,25.54,54.89,155.27,148.09,14.64,56.85,20.04,39.17,47.82,106.69,91.47,22.82,68.46,33.7,41.53,82.17,107.2,42.65,58.35,74.53,53.08,18.62,76.11,78.82,0.0,68.02,104.19,33.65,97.89,49.56,77.72,17.3
24.11,38.13,47.18,37.39,21.56,79.63,37.39,41.02,26.42,54.4,49.17,31.29,42.46,21.96,28.98,36.4,24.7,28.84,15.27,36.11,119.39,13.17,40.8,45.7,57.27,104.02,48.37,36.61,54.06,42.04,62.2,27.92,78.99,37.61,28.29,81.32,36.14,73.22,45.74,54.27,58.92,30.22,76.71,66.35,64.25,71.02,57.35,48.5,30.57,76.19,48.21,42.19,20.73,9.73,49.6,33.75,27.55,43.01,46.72,41.5,13.84,13.97,82.29,60.12,51.35,79.1,88.56,72.57,76.31,58.16,137.84,91.72,60.38,55.88,39.51,44.29,35.13,26.13,32.31,31.29,41.58,34.86,22.84,24.5,19.31,37.74,37.32,58.63,33.5,10.53,64.71,43.7,63.73,62.78,0.0,60.32,22.61,28.36,37.42,35.95,64.5
26.41,97.18,85.55,52.72,75.29,25.41,48.69,48.3,31.59,60.5,42.99,46.35,92.42,29.36,63.2,41.5,72.43,35.26,34.35,32.24,68.71,40.54,22.33,27.72,42.87,46.88,23.25,18.75,14.24,83.5,76.64,37.88,67.71,30.48,60.48,55.81,41.88,19.64,44.59,13.71,11.1,60.91,81.19,11.17,87.49,33.58,38.65,23.22,20.65,85.13,47.34,68.37,29.37,36.78,8.73,88.87,65.19,75.02,21.46,65.53,48.4,46.9,65.86,21.21,72.91,61.94,32.61,79.77,16.43,53.01,166.26,64.73,77.09,94.69,23.12,61.82,50.27,88.3,42.12,40.27,84.57,26.53,60.97,74.28,49.11,27.08,52.01,31.82,27.95,48.91,58.98,28.72,21.62,69.46,46.4,0.0,51.71,59.94,40.38,25.67,98.85
36.2,16.05,55.13,8.33,45.36,60.69,12.46,32.82,60.13,40.94,76.85,18.25,13.03,44.69,40.49,18.14,6.15,58.05,24.87,73.21,135.38,25.54,36.98,71.64,73.59,131.42,30.61,41.13,55.55,22.47,72.38,29.45,90.38,66.67,10.79,91.67,52.47,77.09,60.21,63.41,65.31,8.7,63.71,59.47,45.96,100.8,67.89,55.56,51.81,49.55,63.16,17.02,25.09,34.64,64.52,35.9,43.89,40.87,75.29,25.37,14.39,21.81,53.51,75.53,52.97,77.2,108.12,74.63,61.06,42.96,73.18,114.89,65.27,48.29,38.63,20.48,15.88,26.09,50.21,42.49,28.01,34.64,5.19,5.19,36.64,57.49,18.61,65.88,34.15,32.49,42.5,44.08,49.2,43.74,24.5,51.71,0.0,50.78,25.85,32.08,54.79
33.43,52.76,14.01,57.76,17.47,91.5,66.01,65.36,25.73,101.59,48.67,56.39,62.31,28.26,24.07,75.11,56.35,21.89,40.41,32.14,91.76,32.16,48.22,34.28,34.17,93.73,56.94,32.94,50.21,64.65,27.87,43.82,41.19,30.08,65.97,34.21,21.83,40.2,45.54,63.0,64.25,42.61,103.63,67.94,87.55,78.46,30.64,85.2,47.97,104.08,21.11,60.52,40.94,32.59,52.84,48.69,14.85,64.46,48.53,70.8,34.28,47.12,95.22,40.72,107.83,40.4,79.54,32.41,63.54,85.3,150.13,47.59,24.02,95.34,62.51,56.11,44.04,71.82,10.65,33.19,84.77,51.13,41.61,65.18,14.01,31.08,64.02,67.13,42.51,29.59,71.25,42.84,66.56,97.89,28.36,46.11,42.32,0.0,40.54,38.61,131.73
21.14,51.07,65.44,32.54,42.3,38.66,21.56,3.07,28.34,48.59,50.68,7.6,46.08,22.49,48.54,18.18,26.33,43.04,16.89,41.06,129.49,14.04,16.19,43.16,63.01,80.53,13.64,38.33,37.14,48.21,58.8,3.3,76.92,40.36,18.7,70.81,51.76,41.47,46.58,31.1,28.7,24.22,60.64,52.14,43.01,56.75,46.53,30.33,19.01,41.73,49.68,57.83,13.48,19.53,27.16,51.78,49.52,64.85,53.03,23.8,12.46,13.21,32.76,42.99,32.7,78.5,50.68,107.05,51.45,32.69,125.28,119.28,96.58,59.24,9.88,21.67,14.08,50.35,53.02,27.36,39.58,19.08,19.71,28.31,47.61,30.44,17.02,34.69,19.28,28.52,50.13,12.45,23.6,53.69,29.94,31.06,25.85,40.54,0.0,17.16,54.6
11.26,54.07,78.09,32.99,54.05,23.56,38.15,13.07,28.49,64.21,49.78,22.84,50.24,15.6,76.57,27.37,37.11,28.14,17.24,37.72,112.63,21.86,7.35,36.37,54.77,66.96,7.49,16.71,18.28,60.32,72.26,15.09,66.6,34.59,40.17,75.73,37.53,39.6,48.61,17.68,28.97,35.25,62.81,28.71,81.28,54.66,39.11,19.04,5.31,60.48,33.84,48.91,15.85,21.5,16.81,87.08,51.3,57.61,36.1,33.55,25.34,22.62,46.2,33.77,53.29,84.88,60.23,100.02,47.6,43.8,140.86,86.15,91.84,72.52,4.65,32.73,26.69,63.28,51.29,19.88,51.02,7.76,27.19,44.69,29.27,26.73,24.25,38.28,10.39,26.12,42.72,4.25,16.99,67.36,44.94,29.62,48.12,46.33,14.87,0.0,84.56
101.51,50.25,100.79,51.6,103.6,82.85,49.56,67.87,122.85,33.38,126.17,71.96,37.7,82.87,127.06,63.75,57.93,97.73,75.86,88.74,139.54,76.35,68.94,87.72,157.84,139.68,59.75,80.12,87.09,57.31,105.96,78.89,135.29,85.27,66.41,169.56,130.57,124.12,131.37,89.63,112.67,54.52,37.79,111.52,15.71,105.64,111.77,67.0,102.84,26.61,142.64,45.33,65.88,80.69,112.95,111.21,81.98,99.44,95.12,58.86,65.23,75.92,48.39,104.97,33.5,119.59,115.99,156.27,144.96,29.43,28.92,159.04,166.39,12.84,60.57,43.28,68.76,48.61,123.45,111.31,30.34,105.51,55.63,57.69,122.0,101.71,54.25,104.13,84.76,65.92,35.67,76.61,97.69,13.31,96.75,107.08,68.49,131.73,65.53,97.57,0.0
